nt_nt_wp_nh,8
nt_wp_nh_nh,2
wp_nh_nh_nt,2
nh_nh_nt_wp,2
nh_nt_wp_d,1
nt_wp_d_v,4
wp_d_v_n,18
d_v_n_wp,24
v_n_wp_v,26
n_wp_v_u,8
wp_v_u_wp,5
v_u_wp_nt,5
u_wp_nt_wp,9
wp_nt_wp_n,18
nt_wp_n_c,1
wp_n_c_n,2
n_c_n_n,1
c_n_n_p,3
n_n_p_v,2
n_p_v_wp,6
p_v_wp_n,6
v_wp_n_v,22
wp_n_v_u,7
n_v_u_wp,7
v_u_wp_d,6
u_wp_d_v,9
wp_d_v_wp,12
d_v_wp_c,4
v_wp_c_d,5
wp_c_d_v,6
c_d_v_n,4
n_wp_v_n,25
wp_v_n_n,11
v_n_n_wp,14
n_n_wp_a,1
n_wp_a_u,1
wp_a_u_u,2
a_u_u_wp,3
u_u_wp_n,3
u_wp_n_v,8
wp_n_v_c,6
n_v_c_v,4
v_c_v_a,1
c_v_a_p,1
v_a_p_n,2
a_p_n_wp,1
p_n_wp_c,7
n_wp_c_v,10
wp_c_v_v,5
c_v_v_u,1
v_v_u_n,2
v_u_n_wp,11
u_n_wp_nt,5
n_wp_nt_wp,11
wp_nt_wp_v,6
nt_wp_v_n,6
v_n_n_n,2
n_n_n_n,1
n_n_n_wp,3
n_n_wp_d,2
n_wp_d_v,22
d_v_wp_v,7
v_wp_v_b,2
wp_v_b_n,2
v_b_n_u,3
b_n_u_wp,3
n_u_wp_nd,1
u_wp_nd_wp,2
wp_nd_wp_nh,1
nd_wp_nh_nh,1
wp_nh_nh_v,7
nh_nh_v_p,2
nh_v_p_nh,3
v_p_nh_wp,6
p_nh_wp_v,3
nh_wp_v_n,3
n_n_wp_v,8
n_wp_v_nh,3
wp_v_nh_c,1
v_nh_c_n,1
nh_c_n_wp,1
c_n_wp_nh,2
n_wp_nh_i,1
wp_nh_i_wp,1
nh_i_wp_v,2
i_wp_v_nh,1
wp_v_nh_wp,3
v_nh_wp_c,2
nh_wp_c_v,3
c_v_v_v,1
v_v_v_wp,5
v_v_wp_d,10
v_wp_d_a,1
wp_d_a_u,1
d_a_u_wp,2
a_u_wp_v,5
u_wp_v_n,9
wp_v_n_wp,22
n_wp_v_r,6
wp_v_r_wp,5
v_r_wp_v,15
r_wp_v_p,2
wp_v_p_n,4
v_p_n_wp,25
p_n_wp_v,13
wp_v_nh_m,2
v_nh_m_wp,2
nh_m_wp_c,1
m_wp_c_nh,1
wp_c_nh_n,3
c_nh_n_wp,3
nh_n_wp_p,1
n_wp_p_r,2
wp_p_r_v,3
p_r_v_v,2
r_v_v_wp,3
v_v_wp_n,4
wp_n_v_wp,38
n_v_wp_wp,24
v_wp_wp_v,15
wp_wp_v_wp,4
wp_v_wp_v,4
v_wp_v_n,7
wp_v_n_u,10
v_n_u_wp,15
n_u_wp_v,9
u_wp_v_v,9
wp_v_v_u,8
v_v_u_wp,17
v_u_wp_v,8
wp_v_n_d,3
v_n_d_n,1
n_d_n_wp,1
d_n_wp_wp,1
n_wp_wp_v,5
wp_wp_v_j,1
wp_v_j_wp,2
v_j_wp_v,1
j_wp_v_v,2
wp_v_v_r,4
v_v_r_wp,9
r_wp_v_u,1
wp_v_u_n,5
v_u_n_a,1
u_n_a_n,1
n_a_n_wp,1
a_n_wp_v,2
n_wp_v_v,23
wp_v_v_wp,10
v_v_wp_wp,12
wp_wp_v_u,3
u_n_wp_n,11
n_wp_n_u,13
wp_n_u_n,15
n_u_n_u,10
u_n_u_wp,16
n_u_wp_n,14
u_wp_n_u,6
n_u_n_wp,23
u_n_wp_d,2
n_wp_d_d,4
wp_d_d_v,5
d_d_v_n,2
d_v_n_n,1
v_n_n_u,1
n_n_u_m,1
n_u_m_wp,1
u_m_wp_nd,1
m_wp_nd_m,1
wp_nd_m_u,1
nd_m_u_m,1
m_u_m_wp,2
u_m_wp_a,1
m_wp_a_m,1
wp_a_m_u,1
a_m_u_m,1
u_m_wp_nt,1
m_wp_nt_j,1
wp_nt_j_d,1
nt_j_d_v,1
j_d_v_wp,1
d_v_wp_d,10
v_wp_d_v,22
wp_d_v_u,5
d_v_u_wp,17
v_u_wp_n,12
u_wp_n_d,4
wp_n_d_d,2
n_d_d_v,3
d_d_v_wp,5
d_v_wp_wp,5
v_wp_wp_n,24
wp_wp_n_v,24
v_wp_wp_nh,16
wp_wp_nh_v,13
wp_nh_v_r,4
nh_v_r_wp,6
v_r_wp_r,2
r_wp_r_v,1
wp_r_v_n,1
r_v_n_wp,4
v_n_wp_wp,6
n_wp_wp_p,1
wp_wp_p_v,4
wp_p_v_wp,8
p_v_wp_wp,9
wp_wp_nh_r,1
wp_nh_r_v,2
nh_r_v_u,1
r_v_u_v,1
v_u_v_wp,2
u_v_wp_d,1
wp_d_v_a,1
d_v_a_p,1
v_a_p_r,1
a_p_r_n,1
p_r_n_wp,5
r_n_wp_v,7
wp_v_v_n,11
v_v_n_wp,18
v_n_wp_i,5
n_wp_i_wp,7
wp_i_wp_n,5
i_wp_n_u,3
wp_n_u_wp,6
d_d_v_v,1
d_v_v_wp,10
v_wp_n_n,2
wp_n_n_u,2
n_n_u_v,1
n_u_v_n,3
u_v_n_u,1
n_u_wp_wp,8
u_wp_wp_n,11
v_wp_wp_a,7
wp_wp_a_n,5
wp_a_n_d,2
a_n_d_n,1
n_d_n_d,1
d_n_d_v,1
n_d_v_wp,9
d_v_wp_n,3
wp_n_n_v,10
n_n_v_r,2
n_v_r_wp,11
v_r_wp_wp,5
r_wp_wp_c,2
wp_wp_c_c,2
wp_c_c_a,1
c_c_a_n,1
c_a_n_n,1
a_n_n_nh,1
n_n_nh_wp,2
n_nh_wp_ns,1
nh_wp_ns_v,1
wp_ns_v_p,1
ns_v_p_r,1
v_p_r_wp,4
p_r_wp_n,6
r_wp_n_nh,2
wp_n_nh_v,9
n_nh_v_wp,6
nh_v_wp_wp,12
wp_wp_n_d,5
wp_n_d_v,16
n_d_v_n,7
v_n_wp_n,35
n_wp_n_d,6
n_d_v_r,6
d_v_r_r,1
v_r_r_wp,1
r_r_wp_v,1
r_wp_v_a,2
wp_v_a_n,3
v_a_n_wp,5
a_n_wp_n,5
n_wp_n_v,27
wp_n_v_n,26
n_v_n_u,4
n_u_wp_c,2
u_wp_c_nh,2
wp_c_nh_c,1
c_nh_c_wp,1
nh_c_wp_d,1
c_wp_d_v,1
wp_d_v_v,12
d_v_v_r,1
r_wp_v_n,2
n_n_wp_wp,2
n_wp_wp_n,5
wp_wp_v_n,10
v_n_wp_p,3
p_r_v_wp,1
r_v_wp_wp,4
a_n_d_v,1
d_v_n_p,4
v_n_p_p,1
n_p_p_r,1
p_p_r_n,2
n_wp_v_p,7
p_n_wp_n,13
wp_n_v_v,11
n_v_v_wp,7
v_u_wp_a,3
u_wp_a_d,1
wp_a_d_v,5
a_d_v_a,2
d_v_a_wp,3
v_a_wp_wp,1
a_wp_wp_n,1
v_wp_wp_d,7
wp_wp_d_v,5
wp_d_v_d,6
d_v_d_v,5
v_d_v_wp,6
d_v_wp_a,1
v_wp_a_d,2
a_d_v_wp,2
wp_a_n_v,2
a_n_v_wp,1
n_v_wp_n,11
v_wp_n_wp,6
wp_n_wp_v,9
wp_v_n_v,13
v_n_v_wp,10
n_v_wp_d,5
wp_d_v_nh,2
d_v_nh_wp,2
v_nh_wp_n,3
nh_wp_n_d,1
d_v_r_wp,7
v_r_wp_n,11
r_wp_n_v,9
wp_n_v_r,8
n_v_r_n,3
v_r_n_wp,12
n_wp_v_wp,7
wp_v_wp_wp,12
v_u_wp_wp,19
wp_wp_n_n,5
n_n_v_n,3
n_v_n_n,4
v_n_n_m,1
n_n_m_v,1
n_m_v_p,1
m_v_p_v,1
v_p_v_j,1
p_v_j_wp,1
v_j_wp_j,1
j_wp_j_v,2
wp_j_v_a,1
j_v_a_n,1
wp_n_v_p,9
n_v_p_n,10
n_v_wp_nt,2
v_wp_nt_nt,4
wp_nt_nt_wp,9
nt_nt_wp_a,2
nt_wp_a_n,1
a_n_v_d,1
n_v_d_wp,1
v_d_wp_n,1
d_wp_n_v,1
wp_nh_v_n,11
nh_v_n_p,1
v_n_p_n,13
n_p_n_wp,16
p_n_wp_wp,3
wp_n_d_a,1
n_d_a_wp,1
d_a_wp_c,2
a_wp_c_d,1
n_wp_v_m,2
wp_v_m_n,2
v_m_n_wp,1
m_n_wp_c,1
wp_c_v_q,1
c_v_q_wp,1
v_q_wp_v,1
q_wp_v_nh,1
v_nh_wp_v,3
nh_wp_v_v,1
wp_v_v_v,4
v_v_v_u,3
u_wp_v_u,1
wp_v_u_nh,2
v_u_nh_n,1
u_nh_n_wp,1
nh_n_wp_d,2
v_v_wp_a,2
v_wp_a_u,1
u_u_wp_d,2
wp_d_v_p,8
d_v_p_n,9
v_p_n_v,2
p_n_v_wp,4
n_v_wp_c,2
v_wp_c_v,3
wp_c_v_r,6
c_v_r_v,2
v_r_v_wp,3
u_wp_wp_c,1
wp_c_c_v,1
c_c_v_r,1
c_v_r_wp,9
n_v_n_v,6
v_n_v_v,4
n_v_v_n,6
r_wp_v_v,3
wp_v_v_p,6
v_v_p_n,6
p_n_wp_b,1
n_wp_b_v,3
wp_b_v_u,1
b_v_u_n,1
u_n_wp_v,14
v_r_wp_p,5
r_wp_p_v,3
n_v_n_wp,26
v_n_wp_d,17
d_v_n_u,6
v_n_u_v,3
n_u_v_u,1
u_v_u_wp,3
v_n_u_n,16
wp_v_p_v,5
v_p_v_r,4
p_v_r_wp,3
r_wp_wp_n,3
nh_v_n_v,3
wp_nh_v_wp,9
wp_wp_v_r,2
wp_v_r_v,3
v_r_v_u,5
r_v_u_wp,7
u_wp_wp_b,1
wp_wp_b_n,2
wp_b_n_u,1
b_n_u_n,1
u_n_wp_c,1
c_v_r_n,3
r_n_wp_p,4
n_wp_p_v,8
wp_wp_n_r,2
wp_n_r_v,5
n_r_v_u,2
v_u_wp_c,3
u_wp_c_a,1
wp_c_a_u,1
c_a_u_c,1
a_u_c_n,1
u_c_n_wp,1
c_n_wp_v,2
n_wp_v_c,3
wp_v_c_v,9
v_c_v_wp,11
c_v_wp_r,1
v_wp_r_r,1
wp_r_r_v,2
r_r_v_d,1
r_v_d_r,1
v_d_r_wp,1
d_r_wp_wp,1
wp_wp_n_p,1
wp_n_p_r,4
n_p_r_wp,3
c_v_wp_wp,4
wp_a_n_u,3
a_n_u_nd,2
n_u_nd_wp,2
u_nd_wp_r,2
nd_wp_r_n,2
wp_r_n_d,3
r_n_d_z,1
n_d_z_wp,1
d_z_wp_wp,1
z_wp_wp_n,1
r_n_d_v,1
n_wp_wp_d,1
wp_wp_d_p,1
wp_d_p_n,3
d_p_n_i,1
p_n_i_wp,1
n_i_wp_n,1
i_wp_n_v,2
wp_wp_nh_wp,1
wp_nh_wp_a,1
nh_wp_a_u,1
wp_a_u_wp,2
u_wp_v_r,1
wp_v_r_n,6
wp_v_c_nh,1
v_c_nh_wp,1
c_nh_wp_wp,1
nh_wp_wp_n,1
wp_wp_n_wp,5
d_v_wp_ns,1
v_wp_ns_nz,1
wp_ns_nz_n,1
ns_nz_n_wp,1
nz_n_wp_wp,1
n_wp_wp_r,1
wp_wp_r_v,2
wp_r_v_r,3
r_v_r_v,3
u_wp_wp_nt,4
wp_wp_nt_nt,1
nt_nt_wp_n,7
nt_wp_n_v,17
n_v_v_v,3
v_v_v_nh,1
v_v_nh_wp,1
wp_v_wp_c,2
v_wp_c_n,6
wp_c_n_n,3
c_n_n_d,1
n_n_d_v,3
wp_c_n_wp,2
c_n_wp_n,2
n_wp_n_nt,4
wp_n_nt_c,1
n_nt_c_v,1
nt_c_v_wp,3
c_v_wp_v,7
v_wp_v_i,1
wp_v_i_wp,1
v_i_wp_n,1
i_wp_n_nt,1
wp_n_nt_wp,2
n_nt_wp_n,1
v_wp_n_nt,2
n_nt_wp_p,1
nt_wp_p_n,2
wp_p_n_wp,4
n_wp_n_n,11
wp_n_n_wp,6
v_v_wp_v,9
v_wp_v_v,9
wp_v_v_d,3
v_v_d_v,4
v_d_v_n,5
v_d_v_a,1
v_a_wp_n,3
a_wp_n_wp,2
wp_n_wp_b,2
n_wp_b_u,1
wp_b_u_wp,3
b_u_wp_nt,1
nt_wp_n_n,3
wp_c_d_n,2
c_d_n_wp,2
d_n_wp_v,1
wp_d_d_n,2
d_d_n_wp,2
d_n_wp_nh,4
n_wp_nh_u,2
wp_nh_u_n,6
nh_u_n_wp,3
wp_v_n_p,8
v_n_p_a,1
n_p_a_wp,2
p_a_wp_n,1
a_wp_n_v,3
v_c_v_v,3
c_v_v_r,4
v_r_wp_nt,1
r_wp_nt_wp,1
wp_nt_wp_c,1
nt_wp_c_n,1
n_n_p_n,2
u_wp_nt_nt,2
nt_nt_wp_v,3
n_wp_n_nh,7
nh_v_wp_c,2
nh_u_n_d,1
u_n_d_v,2
v_n_wp_a,3
n_wp_a_n,2
wp_a_n_a,2
a_n_a_wp,2
n_a_wp_n,1
v_p_v_wp,7
n_wp_nh_d,1
wp_nh_d_n,2
nh_d_n_u,1
d_n_u_a,1
n_u_a_wp,2
u_a_wp_nh,1
a_wp_nh_v,2
wp_nh_v_v,6
nh_v_v_n,3
n_wp_n_p,9
n_p_r_n,2
v_n_wp_nh,7
n_wp_nh_n,6
wp_nh_n_p,4
nh_n_p_n,3
wp_n_v_a,3
n_v_a_p,1
a_p_n_j,1
p_n_j_wp,1
n_j_wp_j,1
wp_j_v_v,1
j_v_v_wp,1
v_wp_v_nh,3
nh_m_wp_i,1
m_wp_i_wp,1
wp_i_wp_c,1
i_wp_c_n,1
wp_nh_n_n,1
nh_n_n_p,1
p_n_wp_d,4
n_u_wp_a,2
u_wp_a_v,2
wp_a_v_n,3
a_v_n_wp,3
wp_d_v_b,1
d_v_b_n,1
n_u_wp_m,1
u_wp_m_n,1
wp_m_n_wp,3
m_n_wp_v,2
v_wp_d_nh,1
wp_d_nh_u,1
d_nh_u_wp,1
nh_u_wp_v,2
n_wp_v_d,4
wp_v_d_p,1
v_d_p_a,1
d_p_a_v,1
p_a_v_wp,1
a_v_wp_c,1
wp_n_nt_nt,8
n_nt_nt_nt,8
nt_nt_nt_wp,10
n_v_v_p,4
v_v_p_v,4
p_v_wp_v,3
v_n_u_a,2
n_u_a_u,1
u_a_u_wp,4
a_u_wp_n,4
n_v_p_p,1
v_p_p_wp,1
p_p_wp_p,1
p_wp_p_n,1
wp_p_n_d,1
p_n_d_v,1
n_d_v_v,3
d_v_v_c,1
v_v_c_v,2
c_v_wp_nt,3
v_wp_nt_wp,10
n_wp_p_nh,2
wp_p_nh_v,4
p_nh_v_wp,5
nh_v_wp_n,3
v_n_v_n,5
nt_wp_n_p,3
wp_n_p_nt,1
n_p_nt_wp,1
p_nt_wp_d,1
d_v_n_a,1
v_n_a_u,1
n_a_u_wp,2
a_u_wp_nt,3
n_v_wp_v,9
n_wp_n_wp,14
wp_n_wp_n,12
wp_n_p_n,8
n_p_n_v,6
p_n_v_u,1
nt_wp_n_wp,2
wp_n_n_p,2
