Word,PoS,Total Count,Word Frequency,Unary Probability
之,u,96,0.021244,0.021244
将,d,11,0.002434,0.002434
以,p,105,0.023235,0.023235
不,d,127,0.028104,0.028104
于,p,42,0.009294,0.009294
其,r,81,0.017924,0.017924
则,c,19,0.004204,0.004204
而,c,93,0.020580,0.020580
也,u,103,0.022793,0.022793
在,p,7,0.001549,0.001549
我,r,13,0.002877,0.002877
又,d,6,0.001328,0.001328
之,r,52,0.011507,0.011507
乃,c,3,0.000664,0.000664
乎,u,18,0.003983,0.003983
且,c,11,0.002434,0.002434
矣,u,15,0.003319,0.003319
所,u,16,0.003541,0.003541
此,r,6,0.001328,0.001328
和,c,4,0.000885,0.000885
由,p,7,0.001549,0.001549
则,d,12,0.002655,0.002655
也,d,6,0.001328,0.001328
皆,d,12,0.002655,0.002655
须,d,1,0.000221,0.000221
何,r,22,0.004868,0.004868
对,p,7,0.001549,0.001549
然,c,1,0.000221,0.000221
莫,d,3,0.000664,0.000664
诸,r,5,0.001106,0.001106
若,c,19,0.004204,0.004204
各,r,3,0.000664,0.000664
未,d,7,0.001549,0.001549
自,r,4,0.000885,0.000885
故,c,18,0.003983,0.003983
必,d,21,0.004647,0.004647
吾,r,11,0.002434,0.002434
从,p,4,0.000885,0.000885
焉,u,10,0.002213,0.002213
方,d,2,0.000443,0.000443
以,c,6,0.001328,0.001328
余,r,7,0.001549,0.001549
及,c,5,0.001106,0.001106
岂,d,4,0.000885,0.000885
足,d,2,0.000443,0.000443
已,d,3,0.000664,0.000664
亦,d,13,0.002877,0.002877
唯,d,5,0.001106,0.001106
仅,d,1,0.000221,0.000221
非,d,3,0.000664,0.000664
先,d,5,0.001106,0.001106
更,d,1,0.000221,0.000221
自,d,2,0.000443,0.000443
与,p,9,0.001992,0.001992
尚,d,1,0.000221,0.000221
然,r,3,0.000664,0.000664
遂,d,4,0.000885,0.000885
至,p,1,0.000221,0.000221
哉,u,1,0.000221,0.000221
自,p,2,0.000443,0.000443
者,r,2,0.000443,0.000443
为,p,6,0.001328,0.001328
再,d,2,0.000443,0.000443
欲,d,3,0.000664,0.000664
将,p,4,0.000885,0.000885
共,d,1,0.000221,0.000221
乎,p,2,0.000443,0.000443
和,p,1,0.000221,0.000221
同,p,2,0.000443,0.000443
焉,r,2,0.000443,0.000443
用,p,1,0.000221,0.000221
本,d,3,0.000664,0.000664
备,d,1,0.000221,0.000221
除,p,1,0.000221,0.000221
益,d,1,0.000221,0.000221
才,d,1,0.000221,0.000221
凡,d,1,0.000221,0.000221
即,d,2,0.000443,0.000443
尔,r,1,0.000221,0.000221
孰,r,1,0.000221,0.000221
本,r,1,0.000221,0.000221
殆,d,1,0.000221,0.000221
勿,d,2,0.000443,0.000443
相,d,3,0.000664,0.000664
己,r,1,0.000221,0.000221
犹,d,2,0.000443,0.000443
夫,u,1,0.000221,0.000221
甚,d,1,0.000221,0.000221
然后,c,1,0.000221,0.000221
