Word,PoS,Total Count,Word Frequency,Unary Probability
不,d,94,0.024378,0.024378
才,d,1,0.000259,0.000259
焉,u,18,0.004668,0.004668
之,u,119,0.030861,0.030861
也,u,61,0.015820,0.015820
对,p,11,0.002853,0.002853
欲,d,4,0.001037,0.001037
若,c,19,0.004927,0.004927
则,c,21,0.005446,0.005446
故,c,14,0.003631,0.003631
皆,d,9,0.002334,0.002334
而,c,66,0.017116,0.017116
岂,d,2,0.000519,0.000519
其,r,69,0.017894,0.017894
也,d,4,0.001037,0.001037
矣,u,17,0.004409,0.004409
所,u,5,0.001297,0.001297
之,r,71,0.018413,0.018413
于,p,53,0.013745,0.013745
以,p,97,0.025156,0.025156
用,p,5,0.001297,0.001297
焉,r,2,0.000519,0.000519
比,p,2,0.000519,0.000519
且,c,4,0.001037,0.001037
从,p,10,0.002593,0.002593
者,r,4,0.001037,0.001037
乎,u,16,0.004149,0.004149
则,d,4,0.001037,0.001037
自,p,2,0.000519,0.000519
否则,c,1,0.000259,0.000259
先,d,6,0.001556,0.001556
唯,d,9,0.002334,0.002334
及,c,7,0.001815,0.001815
可,d,1,0.000259,0.000259
我,r,8,0.002075,0.002075
必,d,9,0.002334,0.002334
然,r,6,0.001556,0.001556
在,p,7,0.001815,0.001815
莫,d,1,0.000259,0.000259
共,d,1,0.000259,0.000259
遂,d,5,0.001297,0.001297
将,d,6,0.001556,0.001556
尚,d,2,0.000519,0.000519
吾,r,10,0.002593,0.002593
还,d,3,0.000778,0.000778
与,p,4,0.001037,0.001037
然,c,2,0.000519,0.000519
孰,r,1,0.000259,0.000259
彼,r,3,0.000778,0.000778
何,r,11,0.002853,0.002853
或,c,3,0.000778,0.000778
与,c,2,0.000519,0.000519
方,d,2,0.000519,0.000519
已,d,3,0.000778,0.000778
诸,r,1,0.000259,0.000259
既,c,4,0.001037,0.001037
又,d,10,0.002593,0.002593
未,d,3,0.000778,0.000778
至,p,1,0.000259,0.000259
亦,d,5,0.001297,0.001297
哉,u,3,0.000778,0.000778
以,c,3,0.000778,0.000778
为,p,4,0.001037,0.001037
谁,r,3,0.000778,0.000778
相,d,5,0.001297,0.001297
除,p,1,0.000259,0.000259
此,r,4,0.001037,0.001037
仅,d,1,0.000259,0.000259
自,r,4,0.001037,0.001037
将,p,2,0.000519,0.000519
甚,d,1,0.000259,0.000259
经,p,3,0.000778,0.000778
始,d,1,0.000259,0.000259
勿,d,1,0.000259,0.000259
独,d,1,0.000259,0.000259
齐,d,1,0.000259,0.000259
实,d,1,0.000259,0.000259
犹,d,3,0.000778,0.000778
常,d,1,0.000259,0.000259
尽,d,1,0.000259,0.000259
兹,r,1,0.000259,0.000259
余,r,2,0.000519,0.000519
乃,c,1,0.000259,0.000259
