Word,PoS,Total Count,Word Frequency,Unary Probability
哉,u,6,0.002381,0.002381
吾,r,17,0.006746,0.006746
则,d,1,0.000397,0.000397
矣,u,11,0.004365,0.004365
之,u,65,0.025794,0.025794
不,d,65,0.025794,0.025794
乎,u,21,0.008333,0.008333
也,u,41,0.016270,0.016270
而,c,57,0.022619,0.022619
以,p,44,0.017460,0.017460
益,d,1,0.000397,0.000397
故,c,9,0.003571,0.003571
之,r,32,0.012698,0.012698
又,c,2,0.000794,0.000794
于,p,26,0.010317,0.010317
在,p,7,0.002778,0.002778
勿,d,1,0.000397,0.000397
尽,d,1,0.000397,0.000397
然,r,1,0.000397,0.000397
此,r,4,0.001587,0.001587
与,c,8,0.003175,0.003175
始,d,1,0.000397,0.000397
与,p,7,0.002778,0.002778
由,p,3,0.001190,0.001190
亦,d,3,0.001190,0.001190
各,r,1,0.000397,0.000397
其,r,19,0.007540,0.007540
犹,d,4,0.001587,0.001587
已,d,1,0.000397,0.000397
又,d,4,0.001587,0.001587
何,r,6,0.002381,0.002381
焉,u,5,0.001984,0.001984
可,d,2,0.000794,0.000794
必,d,19,0.007540,0.007540
谁,r,2,0.000794,0.000794
从,p,1,0.000397,0.000397
复,d,1,0.000397,0.000397
将,d,12,0.004762,0.004762
若,c,3,0.001190,0.001190
皆,d,3,0.001190,0.001190
则,c,5,0.001984,0.001984
唯,d,7,0.002778,0.002778
凡,d,3,0.001190,0.001190
焉,d,2,0.000794,0.000794
然,c,2,0.000794,0.000794
我,r,8,0.003175,0.003175
也,d,4,0.001587,0.001587
欲,d,7,0.002778,0.002778
且,c,9,0.003571,0.003571
及,c,5,0.001984,0.001984
莫,d,3,0.001190,0.001190
为,p,4,0.001587,0.001587
者,r,2,0.000794,0.000794
和,c,1,0.000397,0.000397
乎,p,3,0.001190,0.001190
将,p,2,0.000794,0.000794
自,p,3,0.001190,0.001190
诸,r,3,0.001190,0.001190
徒,d,1,0.000397,0.000397
先,d,2,0.000794,0.000794
固,d,1,0.000397,0.000397
所,u,6,0.002381,0.002381
相,d,1,0.000397,0.000397
遂,d,1,0.000397,0.000397
非,d,1,0.000397,0.000397
焉,r,1,0.000397,0.000397
既,c,3,0.001190,0.001190
夫,u,1,0.000397,0.000397
己,r,1,0.000397,0.000397
至,p,1,0.000397,0.000397
对,p,1,0.000397,0.000397
除,p,1,0.000397,0.000397
并,c,1,0.000397,0.000397
乃,c,1,0.000397,0.000397
以,c,1,0.000397,0.000397
